119,119.1210,021.2851
118,118.9453,021.2851
118,118.7851,021.2851
118,118.6210,021.2851
118,118.4375,021.2851
118,118.2656,021.2851
118,118.1289,021.2851
117,117.1679,021.2851
116,116.1679,021.2851
115,115.0546,021.2851
114,113.8945,021.2851
112,112.6367,021.2851
111,111.4492,021.2851
110,110.1640,021.2851
108,108.7460,021.2851
107,107.1171,021.2851
105,105.6289,021.2851
104,104.1523,021.2851
102,102.4921,021.2851
101,101.2070,021.2851
100,099.9140,021.2851
098,098.6601,021.2851
097,097.5234,021.2890
096,096.3515,021.2851
095,095.3281,021.2890
094,093.9453,021.2851
092,092.8984,021.2851
092,091.9023,021.2851
090,090.6835,021.2851
089,089.7500,021.2851
089,088.9179,021.2851
088,087.9609,021.2851
087,086.9804,021.2851
085,085.8320,021.2851
085,084.8945,021.2851
083,083.5429,021.2851
082,082.8437,021.2851
082,082.0742,021.2851
081,081.3750,021.2890
080,080.4492,021.2851
079,079.7226,021.2851
079,079.0078,021.2851
078,078.2773,021.2851
077,077.6367,021.2851
076,076.8085,021.2851
076,076.0195,021.2851
075,075.4648,021.2851
074,074.9062,021.2851
074,074.4570,021.2851
073,073.7265,021.2890
073,073.0703,021.2851
072,072.2421,021.2890
071,071.5195,021.3125
071,071.0429,021.2851
070,070.4335,021.2968
070,069.9335,021.3125
069,069.4960,021.2890
069,069.0898,021.2851
068,068.7773,021.2851
068,068.4570,021.2851
068,068.1992,021.2851
068,067.9765,021.2851
067,067.3945,021.2851
067,066.9414,021.2890
066,066.6054,021.3203
066,066.0234,021.3359
065,065.4179,021.3203
065,064.9101,021.3593
064,064.3125,021.3984
063,063.8906,021.3437
063,063.6601,021.3671
063,063.3437,021.3359
063,063.0625,021.3125
062,062.6875,021.2968
062,062.4062,021.3281
062,062.0390,021.3125
061,061.8164,021.3046
061,061.6875,021.3203
061,061.5351,021.3046
061,061.4257,021.2968
061,061.2695,021.2890
061,061.1796,021.2968
060,060.9062,021.3046
060,060.7226,021.2968
060,060.4218,021.2968
060,060.1601,021.2890
059,059.8593,021.2851
059,059.6523,021.2890
059,059.1796,021.2851
058,058.8320,021.2890
058,058.6171,021.2851
058,058.5195,021.2851
058,058.1171,021.2851
057,057.9570,021.2851
057,057.6445,021.2851
057,057.4140,021.2851
057,057.1640,021.2890
057,057.0039,021.2851
056,056.7304,021.2851
056,056.5273,021.2851
056,056.3789,021.2851
056,056.2265,021.2851
055,055.9648,021.2851
055,055.8281,021.2851
055,055.4414,021.2968
055,055.2343,021.2890
054,054.9687,021.2851
054,054.6992,021.2968
054,054.3867,021.3046
054,054.1093,021.3437
053,053.8046,021.3125
053,053.5429,021.3515
053,053.3398,021.3593
053,053.2109,021.4296
053,053.0195,021.4960
052,052.8906,021.5898
052,052.7773,021.6406
052,052.5742,021.6875
052,052.3085,021.7421
052,052.1367,021.7421
051,051.8085,021.7578
051,051.4687,021.7734
051,051.1679,021.7578
052,051.0976,021.7734
053,050.9296,021.7734
054,050.7109,021.7734
055,050.3750,021.7734
056,050.2265,021.7734
057,050.1562,021.7734
058,050.1093,021.7734
048,048.7890,021.7734
048,048.6406,021.7734
048,048.5703,021.7734
049,048.4257,021.7734
046,046.4296,021.7734
046,046.2421,021.7734
046,046.2031,021.7734
046,046.0312,021.7734
045,045.9453,021.7734
045,045.7968,021.7734
043,043.4531,021.7734
043,043.4570,021.7734
044,043.4218,021.7734
045,043.3828,021.7734
046,043.3789,021.7734
047,043.3867,021.7734
048,043.3164,021.7734
049,043.2734,021.7734
050,043.1484,021.7734
051,043.0039,021.7734
052,042.9257,021.7656
053,042.6835,021.7734
054,042.4335,021.7734
055,042.3437,021.7734
056,042.2578,021.7734
057,042.1992,021.7734
058,042.1171,021.7734
059,042.0390,021.7734
060,041.8632,021.7734
061,041.7968,021.7734
000,041.4960,021.7656
041,041.4843,021.7734
041,041.3593,021.7656
041,041.3632,021.7656
041,041.3906,021.7656
041,041.4609,021.7734
041,041.4531,021.7656
041,041.4414,021.7734
041,041.4687,021.7734
041,041.4609,021.7734
041,041.4765,021.7734
